date,expiry,strike,option_type,open,high,low,close,volume
2024-02-29,2024-03-14,23100,CE,92.86,102.34,85.28,94.76,100000
2024-02-29,2024-03-14,23100,PE,43.86,48.34,40.28,44.76,100000
2024-02-29,2024-03-14,23150,CE,43.86,48.34,40.28,44.76,100000
2024-02-29,2024-03-14,23150,PE,43.86,48.34,40.28,44.76,100000
2024-02-29,2024-03-14,23200,CE,43.86,48.34,40.28,44.76,100000
2024-02-29,2024-03-14,23200,PE,92.86,102.34,85.28,94.76,100000
2024-02-29,2024-03-14,23250,CE,43.86,48.34,40.28,44.76,100000
2024-02-29,2024-03-14,23250,PE,141.86,156.34,130.28,144.76,100000
2024-02-29,2024-03-21,23050,CE,152.45,168.0,140.0,155.56,100000
2024-02-29,2024-03-21,23050,PE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23100,CE,103.45,114.0,95.0,105.56,100000
2024-02-29,2024-03-21,23100,PE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23150,CE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23150,PE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23200,CE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23200,PE,103.45,114.0,95.0,105.56,100000
2024-02-29,2024-03-21,23250,CE,54.45,60.0,50.0,55.56,100000
2024-02-29,2024-03-21,23250,PE,152.45,168.0,140.0,155.56,100000
2024-03-01,2024-03-07,23050,CE,146.45,161.39,134.49,149.43,100000
2024-03-01,2024-03-07,23050,PE,31.79,35.03,29.19,32.43,100000
2024-03-01,2024-03-07,23100,CE,97.45,107.39,89.49,99.43,100000
2024-03-01,2024-03-07,23100,PE,31.79,35.03,29.19,32.43,100000
2024-03-01,2024-03-07,23150,CE,48.45,53.39,44.49,49.43,100000
2024-03-01,2024-03-07,23150,PE,31.79,35.03,29.19,32.43,100000
2024-03-01,2024-03-07,23200,CE,31.79,35.03,29.19,32.43,100000
2024-03-01,2024-03-07,23200,PE,64.13,70.67,58.89,65.43,100000
2024-03-01,2024-03-07,23250,CE,31.79,35.03,29.19,32.43,100000
2024-03-01,2024-03-07,23250,PE,113.13,124.67,103.89,115.43,100000
2024-03-01,2024-03-14,23050,CE,157.04,173.06,144.22,160.25,100000
2024-03-01,2024-03-14,23050,PE,42.38,46.7,38.92,43.25,100000
2024-03-01,2024-03-14,23100,CE,108.04,119.06,99.22,110.25,100000
2024-03-01,2024-03-14,23100,PE,42.38,46.7,38.92,43.25,100000
2024-03-01,2024-03-14,23150,CE,59.04,65.06,54.22,60.25,100000
2024-03-01,2024-03-14,23150,PE,42.38,46.7,38.92,43.25,100000
2024-03-01,2024-03-14,23200,CE,42.38,46.7,38.92,43.25,100000
2024-03-01,2024-03-14,23200,PE,74.72,82.34,68.62,76.25,100000
2024-03-01,2024-03-14,23250,CE,42.38,46.7,38.92,43.25,100000
2024-03-01,2024-03-14,23250,PE,123.72,136.34,113.62,126.25,100000
2024-03-01,2024-03-21,23050,CE,167.64,184.74,153.95,171.06,100000
2024-03-01,2024-03-21,23050,PE,52.98,58.38,48.65,54.06,100000
2024-03-01,2024-03-21,23100,CE,118.64,130.74,108.95,121.06,100000
2024-03-01,2024-03-21,23100,PE,52.98,58.38,48.65,54.06,100000
2024-03-01,2024-03-21,23150,CE,69.64,76.74,63.95,71.06,100000
2024-03-01,2024-03-21,23150,PE,52.98,58.38,48.65,54.06,100000
2024-03-01,2024-03-21,23200,CE,52.98,58.38,48.65,54.06,100000
2024-03-01,2024-03-21,23200,PE,85.32,94.02,78.35,87.06,100000
2024-03-01,2024-03-21,23250,CE,52.98,58.38,48.65,54.06,100000
2024-03-01,2024-03-21,23250,PE,134.32,148.02,123.35,137.06,100000
2024-03-01,2024-03-28,23050,CE,178.23,196.42,163.68,181.87,100000
2024-03-01,2024-03-28,23050,PE,63.57,70.06,58.38,64.87,100000
2024-03-01,2024-03-28,23100,CE,129.23,142.42,118.68,131.87,100000
2024-03-01,2024-03-28,23100,PE,63.57,70.06,58.38,64.87,100000
2024-03-01,2024-03-28,23150,CE,80.23,88.42,73.68,81.87,100000
2024-03-01,2024-03-28,23150,PE,63.57,70.06,58.38,64.87,100000
2024-03-01,2024-03-28,23200,CE,63.57,70.06,58.38,64.87,100000
2024-03-01,2024-03-28,23200,PE,95.91,105.7,88.08,97.87,100000
2024-03-01,2024-03-28,23250,CE,63.57,70.06,58.38,64.87,100000
2024-03-01,2024-03-28,23250,PE,144.91,159.7,133.08,147.87,100000
2024-03-04,2024-03-07,23100,CE,127.25,140.23,116.86,129.84,100000
2024-03-04,2024-03-07,23100,PE,27.29,30.07,25.06,27.84,100000
2024-03-04,2024-03-07,23150,CE,78.25,86.23,71.86,79.84,100000
2024-03-04,2024-03-07,23150,PE,27.29,30.07,25.06,27.84,100000
2024-03-04,2024-03-07,23200,CE,29.25,32.23,26.86,29.84,100000
2024-03-04,2024-03-07,23200,PE,27.29,30.07,25.06,27.84,100000
2024-03-04,2024-03-07,23250,CE,27.29,30.07,25.06,27.84,100000
2024-03-04,2024-03-07,23250,PE,74.33,81.91,68.26,75.84,100000
2024-03-04,2024-03-07,23300,CE,27.29,30.07,25.06,27.84,100000
2024-03-04,2024-03-07,23300,PE,123.33,135.91,113.26,125.84,100000
2024-03-04,2024-03-14,23100,CE,137.86,151.92,126.6,140.67,100000
2024-03-04,2024-03-14,23100,PE,37.9,41.76,34.8,38.67,100000
2024-03-04,2024-03-14,23150,CE,88.86,97.92,81.6,90.67,100000
2024-03-04,2024-03-14,23150,PE,37.9,41.76,34.8,38.67,100000
2024-03-04,2024-03-14,23200,CE,39.86,43.92,36.6,40.67,100000
2024-03-04,2024-03-14,23200,PE,37.9,41.76,34.8,38.67,100000
2024-03-04,2024-03-14,23250,CE,37.9,41.76,34.8,38.67,100000
2024-03-04,2024-03-14,23250,PE,84.94,93.6,78.0,86.67,100000
2024-03-04,2024-03-14,23300,CE,37.9,41.76,34.8,38.67,100000
2024-03-04,2024-03-14,23300,PE,133.94,147.6,123.0,136.67,100000
2024-03-04,2024-03-21,23100,CE,148.47,163.62,136.35,151.5,100000
2024-03-04,2024-03-21,23100,PE,48.51,53.46,44.55,49.5,100000
2024-03-04,2024-03-21,23150,CE,99.47,109.62,91.35,101.5,100000
2024-03-04,2024-03-21,23150,PE,48.51,53.46,44.55,49.5,100000
2024-03-04,2024-03-21,23200,CE,50.47,55.62,46.35,51.5,100000
2024-03-04,2024-03-21,23200,PE,48.51,53.46,44.55,49.5,100000
2024-03-04,2024-03-21,23250,CE,48.51,53.46,44.55,49.5,100000
2024-03-04,2024-03-21,23250,PE,95.55,105.3,87.75,97.5,100000
2024-03-04,2024-03-21,23300,CE,48.51,53.46,44.55,49.5,100000
2024-03-04,2024-03-21,23300,PE,144.55,159.3,132.75,147.5,100000
2024-03-04,2024-03-28,23100,CE,159.08,175.31,146.09,162.33,100000
2024-03-04,2024-03-28,23100,PE,59.12,65.15,54.29,60.33,100000
2024-03-04,2024-03-28,23150,CE,110.08,121.31,101.09,112.33,100000
2024-03-04,2024-03-28,23150,PE,59.12,65.15,54.29,60.33,100000
2024-03-04,2024-03-28,23200,CE,61.08,67.31,56.09,62.33,100000
2024-03-04,2024-03-28,23200,PE,59.12,65.15,54.29,60.33,100000
2024-03-04,2024-03-28,23250,CE,59.12,65.15,54.29,60.33,100000
2024-03-04,2024-03-28,23250,PE,106.16,116.99,97.49,108.33,100000
2024-03-04,2024-03-28,23300,CE,59.12,65.15,54.29,60.33,100000
2024-03-04,2024-03-28,23300,PE,155.16,170.99,142.49,158.33,100000
2024-03-05,2024-03-07,23150,CE,128.73,141.86,118.22,131.36,100000
2024-03-05,2024-03-07,23150,PE,25.83,28.46,23.72,26.36,100000
2024-03-05,2024-03-07,23200,CE,79.73,87.86,73.22,81.36,100000
2024-03-05,2024-03-07,23200,PE,25.83,28.46,23.72,26.36,100000
2024-03-05,2024-03-07,23250,CE,30.73,33.86,28.22,31.36,100000
2024-03-05,2024-03-07,23250,PE,25.83,28.46,23.72,26.36,100000
2024-03-05,2024-03-07,23300,CE,25.83,28.46,23.72,26.36,100000
2024-03-05,2024-03-07,23300,PE,69.93,77.06,64.22,71.36,100000
2024-03-05,2024-03-07,23350,CE,25.83,28.46,23.72,26.36,100000
2024-03-05,2024-03-07,23350,PE,118.93,131.06,109.22,121.36,100000
2024-03-05,2024-03-14,23150,CE,139.36,153.58,127.99,142.21,100000
2024-03-05,2024-03-14,23150,PE,36.46,40.18,33.49,37.21,100000
2024-03-05,2024-03-14,23200,CE,90.36,99.58,82.99,92.21,100000
2024-03-05,2024-03-14,23200,PE,36.46,40.18,33.49,37.21,100000
2024-03-05,2024-03-14,23250,CE,41.36,45.58,37.99,42.21,100000
2024-03-05,2024-03-14,23250,PE,36.46,40.18,33.49,37.21,100000
2024-03-05,2024-03-14,23300,CE,36.46,40.18,33.49,37.21,100000
2024-03-05,2024-03-14,23300,PE,80.56,88.78,73.99,82.21,100000
2024-03-05,2024-03-14,23350,CE,36.46,40.18,33.49,37.21,100000
2024-03-05,2024-03-14,23350,PE,129.56,142.78,118.99,132.21,100000
2024-03-05,2024-03-21,23150,CE,150.0,165.31,137.75,153.06,100000
2024-03-05,2024-03-21,23150,PE,47.1,51.91,43.25,48.06,100000
2024-03-05,2024-03-21,23200,CE,101.0,111.31,92.75,103.06,100000
2024-03-05,2024-03-21,23200,PE,47.1,51.91,43.25,48.06,100000
2024-03-05,2024-03-21,23250,CE,52.0,57.31,47.75,53.06,100000
2024-03-05,2024-03-21,23250,PE,47.1,51.91,43.25,48.06,100000
2024-03-05,2024-03-21,23300,CE,47.1,51.91,43.25,48.06,100000
2024-03-05,2024-03-21,23300,PE,91.2,100.51,83.75,93.06,100000
2024-03-05,2024-03-21,23350,CE,47.1,51.91,43.25,48.06,100000
2024-03-05,2024-03-21,23350,PE,140.2,154.51,128.75,143.06,100000
2024-03-05,2024-03-28,23150,CE,160.63,177.03,147.52,163.91,100000
2024-03-05,2024-03-28,23150,PE,57.73,63.63,53.02,58.91,100000
2024-03-05,2024-03-28,23200,CE,111.63,123.03,102.52,113.91,100000
2024-03-05,2024-03-28,23200,PE,57.73,63.63,53.02,58.91,100000
2024-03-05,2024-03-28,23250,CE,62.63,69.03,57.52,63.91,100000
2024-03-05,2024-03-28,23250,PE,57.73,63.63,53.02,58.91,100000
2024-03-05,2024-03-28,23300,CE,57.73,63.63,53.02,58.91,100000
2024-03-05,2024-03-28,23300,PE,101.83,112.23,93.52,103.91,100000
2024-03-05,2024-03-28,23350,CE,57.73,63.63,53.02,58.91,100000
2024-03-05,2024-03-28,23350,PE,150.83,166.23,138.52,153.91,100000
2024-03-06,2024-03-07,23250,CE,98.86,108.95,90.79,100.88,100000
2024-03-06,2024-03-07,23250,PE,24.38,26.87,22.39,24.88,100000
2024-03-06,2024-03-07,23300,CE,49.86,54.95,45.79,50.88,100000
2024-03-06,2024-03-07,23300,PE,24.38,26.87,22.39,24.88,100000
2024-03-06,2024-03-07,23350,CE,24.38,26.87,22.39,24.88,100000
2024-03-06,2024-03-07,23350,PE,47.9,52.79,43.99,48.88,100000
2024-03-06,2024-03-07,23400,CE,24.38,26.87,22.39,24.88,100000
2024-03-06,2024-03-07,23400,PE,96.9,106.79,88.99,98.88,100000
2024-03-06,2024-03-07,23450,CE,24.38,26.87,22.39,24.88,100000
2024-03-06,2024-03-07,23450,PE,145.9,160.79,133.99,148.88,100000
2024-03-06,2024-03-14,23250,CE,109.53,120.71,100.59,111.77,100000
2024-03-06,2024-03-14,23250,PE,35.05,38.63,32.19,35.77,100000
2024-03-06,2024-03-14,23300,CE,60.53,66.71,55.59,61.77,100000
2024-03-06,2024-03-14,23300,PE,35.05,38.63,32.19,35.77,100000
2024-03-06,2024-03-14,23350,CE,35.05,38.63,32.19,35.77,100000
2024-03-06,2024-03-14,23350,PE,58.57,64.55,53.79,59.77,100000
2024-03-06,2024-03-14,23400,CE,35.05,38.63,32.19,35.77,100000
2024-03-06,2024-03-14,23400,PE,107.57,118.55,98.79,109.77,100000
2024-03-06,2024-03-14,23450,CE,35.05,38.63,32.19,35.77,100000
2024-03-06,2024-03-14,23450,PE,156.57,172.55,143.79,159.77,100000
2024-03-06,2024-03-21,23250,CE,120.2,132.46,110.39,122.65,100000
2024-03-06,2024-03-21,23250,PE,45.72,50.38,41.99,46.65,100000
2024-03-06,2024-03-21,23300,CE,71.2,78.46,65.39,72.65,100000
2024-03-06,2024-03-21,23300,PE,45.72,50.38,41.99,46.65,100000
2024-03-06,2024-03-21,23350,CE,45.72,50.38,41.99,46.65,100000
2024-03-06,2024-03-21,23350,PE,69.24,76.3,63.59,70.65,100000
2024-03-06,2024-03-21,23400,CE,45.72,50.38,41.99,46.65,100000
2024-03-06,2024-03-21,23400,PE,118.24,130.3,108.59,120.65,100000
2024-03-06,2024-03-21,23450,CE,45.72,50.38,41.99,46.65,100000
2024-03-06,2024-03-21,23450,PE,167.24,184.3,153.59,170.65,100000
2024-03-06,2024-03-28,23250,CE,130.87,144.22,120.18,133.54,100000
2024-03-06,2024-03-28,23250,PE,56.39,62.14,51.78,57.54,100000
2024-03-06,2024-03-28,23300,CE,81.87,90.22,75.18,83.54,100000
2024-03-06,2024-03-28,23300,PE,56.39,62.14,51.78,57.54,100000
2024-03-06,2024-03-28,23350,CE,56.39,62.14,51.78,57.54,100000
2024-03-06,2024-03-28,23350,PE,79.91,88.06,73.38,81.54,100000
2024-03-06,2024-03-28,23400,CE,56.39,62.14,51.78,57.54,100000
2024-03-06,2024-03-28,23400,PE,128.91,142.06,118.38,131.54,100000
2024-03-06,2024-03-28,23450,CE,56.39,62.14,51.78,57.54,100000
2024-03-06,2024-03-28,23450,PE,177.91,196.06,163.38,181.54,100000
2024-03-07,2024-03-07,23300,CE,135.65,149.49,124.57,138.41,100000
2024-03-07,2024-03-07,23300,PE,22.95,25.29,21.07,23.41,100000
2024-03-07,2024-03-07,23350,CE,86.65,95.49,79.57,88.41,100000
2024-03-07,2024-03-07,23350,PE,22.95,25.29,21.07,23.41,100000
2024-03-07,2024-03-07,23400,CE,37.65,41.49,34.57,38.41,100000
2024-03-07,2024-03-07,23400,PE,22.95,25.29,21.07,23.41,100000
2024-03-07,2024-03-07,23450,CE,22.95,25.29,21.07,23.41,100000
2024-03-07,2024-03-07,23450,PE,57.25,63.09,52.57,58.41,100000
2024-03-07,2024-03-07,23500,CE,22.95,25.29,21.07,23.41,100000
2024-03-07,2024-03-07,23500,PE,106.25,117.09,97.57,108.41,100000
2024-03-07,2024-03-14,23300,CE,146.36,161.29,134.41,149.34,100000
2024-03-07,2024-03-14,23300,PE,33.66,37.09,30.91,34.34,100000
2024-03-07,2024-03-14,23350,CE,97.36,107.29,89.41,99.34,100000
2024-03-07,2024-03-14,23350,PE,33.66,37.09,30.91,34.34,100000
2024-03-07,2024-03-14,23400,CE,48.36,53.29,44.41,49.34,100000
2024-03-07,2024-03-14,23400,PE,33.66,37.09,30.91,34.34,100000
2024-03-07,2024-03-14,23450,CE,33.66,37.09,30.91,34.34,100000
2024-03-07,2024-03-14,23450,PE,67.96,74.89,62.41,69.34,100000
2024-03-07,2024-03-14,23500,CE,33.66,37.09,30.91,34.34,100000
2024-03-07,2024-03-14,23500,PE,116.96,128.89,107.41,119.34,100000
2024-03-07,2024-03-21,23300,CE,157.06,173.09,144.24,160.27,100000
2024-03-07,2024-03-21,23300,PE,44.36,48.89,40.74,45.27,100000
2024-03-07,2024-03-21,23350,CE,108.06,119.09,99.24,110.27,100000
2024-03-07,2024-03-21,23350,PE,44.36,48.89,40.74,45.27,100000
2024-03-07,2024-03-21,23400,CE,59.06,65.09,54.24,60.27,100000
2024-03-07,2024-03-21,23400,PE,44.36,48.89,40.74,45.27,100000
2024-03-07,2024-03-21,23450,CE,44.36,48.89,40.74,45.27,100000
2024-03-07,2024-03-21,23450,PE,78.66,86.69,72.24,80.27,100000
2024-03-07,2024-03-21,23500,CE,44.36,48.89,40.74,45.27,100000
2024-03-07,2024-03-21,23500,PE,127.66,140.69,117.24,130.27,100000
2024-03-07,2024-03-28,23300,CE,167.77,184.89,154.08,171.2,100000
2024-03-07,2024-03-28,23300,PE,55.07,60.69,50.58,56.2,100000
2024-03-07,2024-03-28,23350,CE,118.77,130.89,109.08,121.2,100000
2024-03-07,2024-03-28,23350,PE,55.07,60.69,50.58,56.2,100000
2024-03-07,2024-03-28,23400,CE,69.77,76.89,64.08,71.2,100000
2024-03-07,2024-03-28,23400,PE,55.07,60.69,50.58,56.2,100000
2024-03-07,2024-03-28,23450,CE,55.07,60.69,50.58,56.2,100000
2024-03-07,2024-03-28,23450,PE,89.37,98.49,82.08,91.2,100000
2024-03-07,2024-03-28,23500,CE,55.07,60.69,50.58,56.2,100000
2024-03-07,2024-03-28,23500,PE,138.37,152.49,127.08,141.2,100000
2024-03-08,2024-03-14,23300,CE,126.18,139.05,115.88,128.75,100000
2024-03-08,2024-03-14,23300,PE,32.1,35.37,29.48,32.75,100000
2024-03-08,2024-03-14,23350,CE,77.18,85.05,70.88,78.75,100000
2024-03-08,2024-03-14,23350,PE,32.1,35.37,29.48,32.75,100000
2024-03-08,2024-03-14,23400,CE,32.1,35.37,29.48,32.75,100000
2024-03-08,2024-03-14,23400,PE,36.02,39.69,33.08,36.75,100000
2024-03-08,2024-03-14,23450,CE,32.1,35.37,29.48,32.75,100000
2024-03-08,2024-03-14,23450,PE,85.02,93.69,78.08,86.75,100000
2024-03-08,2024-03-14,23500,CE,32.1,35.37,29.48,32.75,100000
2024-03-08,2024-03-14,23500,PE,134.02,147.69,123.08,136.75,100000
2024-03-08,2024-03-21,23300,CE,136.88,150.85,125.71,139.67,100000
2024-03-08,2024-03-21,23300,PE,42.8,47.17,39.31,43.67,100000
2024-03-08,2024-03-21,23350,CE,87.88,96.85,80.71,89.67,100000
2024-03-08,2024-03-21,23350,PE,42.8,47.17,39.31,43.67,100000
2024-03-08,2024-03-21,23400,CE,42.8,47.17,39.31,43.67,100000
2024-03-08,2024-03-21,23400,PE,46.72,51.49,42.91,47.67,100000
2024-03-08,2024-03-21,23450,CE,42.8,47.17,39.31,43.67,100000
2024-03-08,2024-03-21,23450,PE,95.72,105.49,87.91,97.67,100000
2024-03-08,2024-03-21,23500,CE,42.8,47.17,39.31,43.67,100000
2024-03-08,2024-03-21,23500,PE,144.72,159.49,132.91,147.67,100000
2024-03-08,2024-03-28,23300,CE,147.58,162.64,135.53,150.59,100000
2024-03-08,2024-03-28,23300,PE,53.5,58.96,49.13,54.59,100000
2024-03-08,2024-03-28,23350,CE,98.58,108.64,90.53,100.59,100000
2024-03-08,2024-03-28,23350,PE,53.5,58.96,49.13,54.59,100000
2024-03-08,2024-03-28,23400,CE,53.5,58.96,49.13,54.59,100000
2024-03-08,2024-03-28,23400,PE,57.42,63.28,52.73,58.59,100000
2024-03-08,2024-03-28,23450,CE,53.5,58.96,49.13,54.59,100000
2024-03-08,2024-03-28,23450,PE,106.42,117.28,97.73,108.59,100000
2024-03-08,2024-03-28,23500,CE,53.5,58.96,49.13,54.59,100000
2024-03-08,2024-03-28,23500,PE,155.42,171.28,142.73,158.59,100000
2024-03-08,2024-04-04,23300,CE,158.28,174.43,145.36,161.51,100000
2024-03-08,2024-04-04,23300,PE,64.2,70.75,58.96,65.51,100000
2024-03-08,2024-04-04,23350,CE,109.28,120.43,100.36,111.51,100000
2024-03-08,2024-04-04,23350,PE,64.2,70.75,58.96,65.51,100000
2024-03-08,2024-04-04,23400,CE,64.2,70.75,58.96,65.51,100000
2024-03-08,2024-04-04,23400,PE,68.12,75.07,62.56,69.51,100000
2024-03-08,2024-04-04,23450,CE,64.2,70.75,58.96,65.51,100000
2024-03-08,2024-04-04,23450,PE,117.12,129.07,107.56,119.51,100000
2024-03-08,2024-04-04,23500,CE,64.2,70.75,58.96,65.51,100000
2024-03-08,2024-04-04,23500,PE,166.12,183.07,152.56,169.51,100000
2024-03-11,2024-03-14,23300,CE,120.61,132.92,110.77,123.07,100000
2024-03-11,2024-03-14,23300,PE,27.51,30.32,25.27,28.07,100000
2024-03-11,2024-03-14,23350,CE,71.61,78.92,65.77,73.07,100000
2024-03-11,2024-03-14,23350,PE,27.51,30.32,25.27,28.07,100000
2024-03-11,2024-03-14,23400,CE,27.51,30.32,25.27,28.07,100000
2024-03-11,2024-03-14,23400,PE,32.41,35.72,29.77,33.07,100000
2024-03-11,2024-03-14,23450,CE,27.51,30.32,25.27,28.07,100000
2024-03-11,2024-03-14,23450,PE,81.41,89.72,74.77,83.07,100000
2024-03-11,2024-03-14,23500,CE,27.51,30.32,25.27,28.07,100000
2024-03-11,2024-03-14,23500,PE,130.41,143.72,119.77,133.07,100000
2024-03-11,2024-03-21,23300,CE,131.31,144.71,120.59,133.99,100000
2024-03-11,2024-03-21,23300,PE,38.21,42.11,35.09,38.99,100000
2024-03-11,2024-03-21,23350,CE,82.31,90.71,75.59,83.99,100000
2024-03-11,2024-03-21,23350,PE,38.21,42.11,35.09,38.99,100000
2024-03-11,2024-03-21,23400,CE,38.21,42.11,35.09,38.99,100000
2024-03-11,2024-03-21,23400,PE,43.11,47.51,39.59,43.99,100000
2024-03-11,2024-03-21,23450,CE,38.21,42.11,35.09,38.99,100000
2024-03-11,2024-03-21,23450,PE,92.11,101.51,84.59,93.99,100000
2024-03-11,2024-03-21,23500,CE,38.21,42.11,35.09,38.99,100000
2024-03-11,2024-03-21,23500,PE,141.11,155.51,129.59,143.99,100000
2024-03-11,2024-03-28,23300,CE,142.01,156.5,130.42,144.91,100000
2024-03-11,2024-03-28,23300,PE,48.91,53.9,44.92,49.91,100000
2024-03-11,2024-03-28,23350,CE,93.01,102.5,85.42,94.91,100000
2024-03-11,2024-03-28,23350,PE,48.91,53.9,44.92,49.91,100000
2024-03-11,2024-03-28,23400,CE,48.91,53.9,44.92,49.91,100000
2024-03-11,2024-03-28,23400,PE,53.81,59.3,49.42,54.91,100000
2024-03-11,2024-03-28,23450,CE,48.91,53.9,44.92,49.91,100000
2024-03-11,2024-03-28,23450,PE,102.81,113.3,94.42,104.91,100000
2024-03-11,2024-03-28,23500,CE,48.91,53.9,44.92,49.91,100000
2024-03-11,2024-03-28,23500,PE,151.81,167.3,139.42,154.91,100000
2024-03-11,2024-04-04,23300,CE,152.71,168.29,140.24,155.83,100000
2024-03-11,2024-04-04,23300,PE,59.61,65.69,54.74,60.83,100000
2024-03-11,2024-04-04,23350,CE,103.71,114.29,95.24,105.83,100000
2024-03-11,2024-04-04,23350,PE,59.61,65.69,54.74,60.83,100000
2024-03-11,2024-04-04,23400,CE,59.61,65.69,54.74,60.83,100000
2024-03-11,2024-04-04,23400,PE,64.51,71.09,59.24,65.83,100000
2024-03-11,2024-04-04,23450,CE,59.61,65.69,54.74,60.83,100000
2024-03-11,2024-04-04,23450,PE,113.51,125.09,104.24,115.83,100000
2024-03-11,2024-04-04,23500,CE,59.61,65.69,54.74,60.83,100000
2024-03-11,2024-04-04,23500,PE,162.51,179.09,149.24,165.83,100000
2024-03-12,2024-03-14,23300,CE,135.76,149.62,124.68,138.53,100000
2024-03-12,2024-03-14,23300,PE,26.0,28.66,23.88,26.53,100000
2024-03-12,2024-03-14,23350,CE,86.76,95.62,79.68,88.53,100000
2024-03-12,2024-03-14,23350,PE,26.0,28.66,23.88,26.53,100000
2024-03-12,2024-03-14,23400,CE,37.76,41.62,34.68,38.53,100000
2024-03-12,2024-03-14,23400,PE,26.0,28.66,23.88,26.53,100000
2024-03-12,2024-03-14,23450,CE,26.0,28.66,23.88,26.53,100000
2024-03-12,2024-03-14,23450,PE,63.24,69.7,58.08,64.53,100000
2024-03-12,2024-03-14,23500,CE,26.0,28.66,23.88,26.53,100000
2024-03-12,2024-03-14,23500,PE,112.24,123.7,103.08,114.53,100000
2024-03-12,2024-03-21,23300,CE,146.47,161.42,134.51,149.46,100000
2024-03-12,2024-03-21,23300,PE,36.71,40.46,33.71,37.46,100000
2024-03-12,2024-03-21,23350,CE,97.47,107.42,89.51,99.46,100000
2024-03-12,2024-03-21,23350,PE,36.71,40.46,33.71,37.46,100000
2024-03-12,2024-03-21,23400,CE,48.47,53.42,44.51,49.46,100000
2024-03-12,2024-03-21,23400,PE,36.71,40.46,33.71,37.46,100000
2024-03-12,2024-03-21,23450,CE,36.71,40.46,33.71,37.46,100000
2024-03-12,2024-03-21,23450,PE,73.95,81.5,67.91,75.46,100000
2024-03-12,2024-03-21,23500,CE,36.71,40.46,33.71,37.46,100000
2024-03-12,2024-03-21,23500,PE,122.95,135.5,112.91,125.46,100000
2024-03-12,2024-03-28,23300,CE,157.18,173.22,144.35,160.38,100000
2024-03-12,2024-03-28,23300,PE,47.42,52.26,43.55,48.38,100000
2024-03-12,2024-03-28,23350,CE,108.18,119.22,99.35,110.38,100000
2024-03-12,2024-03-28,23350,PE,47.42,52.26,43.55,48.38,100000
2024-03-12,2024-03-28,23400,CE,59.18,65.22,54.35,60.38,100000
2024-03-12,2024-03-28,23400,PE,47.42,52.26,43.55,48.38,100000
2024-03-12,2024-03-28,23450,CE,47.42,52.26,43.55,48.38,100000
2024-03-12,2024-03-28,23450,PE,84.66,93.3,77.75,86.38,100000
2024-03-12,2024-03-28,23500,CE,47.42,52.26,43.55,48.38,100000
2024-03-12,2024-03-28,23500,PE,133.66,147.3,122.75,136.38,100000
2024-03-12,2024-04-04,23300,CE,167.88,185.02,154.18,171.31,100000
2024-03-12,2024-04-04,23300,PE,58.12,64.06,53.38,59.31,100000
2024-03-12,2024-04-04,23350,CE,118.88,131.02,109.18,121.31,100000
2024-03-12,2024-04-04,23350,PE,58.12,64.06,53.38,59.31,100000
2024-03-12,2024-04-04,23400,CE,69.88,77.02,64.18,71.31,100000
2024-03-12,2024-04-04,23400,PE,58.12,64.06,53.38,59.31,100000
2024-03-12,2024-04-04,23450,CE,58.12,64.06,53.38,59.31,100000
2024-03-12,2024-04-04,23450,PE,95.36,105.1,87.58,97.31,100000
2024-03-12,2024-04-04,23500,CE,58.12,64.06,53.38,59.31,100000
2024-03-12,2024-04-04,23500,PE,144.36,159.1,132.58,147.31,100000
2024-03-13,2024-03-14,23350,CE,119.57,131.77,109.81,122.01,100000
2024-03-13,2024-03-14,23350,PE,24.51,27.01,22.51,25.01,100000
2024-03-13,2024-03-14,23400,CE,70.57,77.77,64.81,72.01,100000
2024-03-13,2024-03-14,23400,PE,24.51,27.01,22.51,25.01,100000
2024-03-13,2024-03-14,23450,CE,24.51,27.01,22.51,25.01,100000
2024-03-13,2024-03-14,23450,PE,27.45,30.25,25.21,28.01,100000
2024-03-13,2024-03-14,23500,CE,24.51,27.01,22.51,25.01,100000
2024-03-13,2024-03-14,23500,PE,76.45,84.25,70.21,78.01,100000
2024-03-13,2024-03-14,23550,CE,24.51,27.01,22.51,25.01,100000
2024-03-13,2024-03-14,23550,PE,125.45,138.25,115.21,128.01,100000
2024-03-13,2024-03-21,23350,CE,130.29,143.59,119.66,132.95,100000
2024-03-13,2024-03-21,23350,PE,35.23,38.83,32.36,35.95,100000
2024-03-13,2024-03-21,23400,CE,81.29,89.59,74.66,82.95,100000
2024-03-13,2024-03-21,23400,PE,35.23,38.83,32.36,35.95,100000
2024-03-13,2024-03-21,23450,CE,35.23,38.83,32.36,35.95,100000
2024-03-13,2024-03-21,23450,PE,38.17,42.07,35.06,38.95,100000
2024-03-13,2024-03-21,23500,CE,35.23,38.83,32.36,35.95,100000
2024-03-13,2024-03-21,23500,PE,87.17,96.07,80.06,88.95,100000
2024-03-13,2024-03-21,23550,CE,35.23,38.83,32.36,35.95,100000
2024-03-13,2024-03-21,23550,PE,136.17,150.07,125.06,138.95,100000
